Assignment_ID,EquipmentType_ID,X_Coord,Y_Coord,Antenna_Height_metres,Frequency_MHz,Bandwidth_MHz,Start,Finish,Situation_ID
1305471,2,384100,398700,5,711,0.2,02/08/2013 00:00,01/08/2014 23:59,I
1305953,2,433028,421448,5,760.65,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305954,2,433028,421448,5,763.05,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305955,2,433028,421448,5,763.85,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305956,2,433028,421448,5,762.15,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305957,2,433028,421448,5,761.65,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305958,2,433028,421448,5,758.15,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305959,2,433028,421448,5,758.85,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305960,2,433028,421448,5,760.05,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1309093,2,528039,181662,5,670.1,0.2,10/08/2013 00:00,09/08/2014 23:59,I
1294710,2,454887,335273,5,746.7,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294711,2,454887,335273,5,741.8,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294712,2,454887,335273,5,747.4,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294713,2,454887,335273,5,742.5,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294714,2,454887,335273,5,748.1,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1298642,2,392049,383830,5,625.725,0.2,21/07/2013 00:00,20/07/2014 23:59,I
1298643,2,392049,383830,5,627.75,0.2,21/07/2013 00:00,20/07/2014 23:59,I
1298644,2,392049,383830,5,628.425,0.2,21/07/2013 00:00,20/07/2014 23:59,I
1298854,2,544120,186517,5,614.55,0.2,07/06/2013 00:00,06/06/2014 23:59,I
1298855,2,544120,186517,5,615.4,0.2,07/06/2013 00:00,06/06/2014 23:59,I
1298856,2,544120,186517,5,615.9,0.2,07/06/2013 00:00,06/06/2014 23:59,I
1298857,2,544120,186517,5,616.6,0.2,07/06/2013 00:00,06/06/2014 23:59,I
1299946,2,392062,173281,5,655.5,0.2,10/06/2013 00:00,09/06/2014 23:59,I
1299947,2,392062,173281,5,656.8,0.2,10/06/2013 00:00,09/06/2014 23:59,I
1300253,2,556063,186610,5,631.375,0.2,24/07/2013 00:00,23/07/2014 23:59,I
1300254,2,556063,186610,5,615.275,0.2,24/07/2013 00:00,23/07/2014 23:59,I
1301118,2,427644,541552,5,544.7,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301119,2,427644,541552,5,547.05,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301120,2,427644,541552,5,548.3,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301121,2,427644,541552,5,549.05,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301122,2,427644,541552,5,543.5,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301123,2,427644,541552,5,544.225,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301124,2,427644,541552,5,544.925,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301125,2,427644,541552,5,545.625,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301126,2,427644,541552,5,546.075,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301127,2,427644,541552,5,547.475,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301128,2,427644,541552,5,548.025,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301129,2,427644,541552,5,542.5,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301130,2,427644,541552,5,542.875,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301131,2,427644,541552,5,518.5,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301132,2,427644,541552,5,518.875,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301133,2,427644,541552,5,519.375,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301134,2,427644,541552,5,520,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301135,2,427644,541552,5,520.4,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301136,2,427644,541552,5,520.925,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301137,2,427644,541552,5,521.625,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301138,2,427644,541552,5,522.075,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301139,2,427644,541552,5,522.675,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301140,2,427644,541552,5,523.475,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301141,2,427644,541552,5,524.025,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301142,2,427644,541552,5,525.125,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301157,2,427615,542281,5,518.5,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301158,2,427615,542281,5,518.875,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301159,2,427615,542281,5,519.375,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301160,2,427615,542281,5,520,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301161,2,427615,542281,5,520.4,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301162,2,427615,542281,5,520.925,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301163,2,427615,542281,5,521.625,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301164,2,427615,542281,5,522.075,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301166,2,427644,541552,5,542.5,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301167,2,427644,541552,5,542.875,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301168,2,427644,541552,5,543.375,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301169,2,427644,541552,5,544,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301170,2,427644,541552,5,544.925,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301171,2,427644,541552,5,545.625,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301172,2,427644,541552,5,546.075,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301173,2,427644,541552,5,546.675,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301174,2,427644,541552,5,547.475,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301175,2,427644,541552,5,548.025,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301218,2,475612,264938,5,614.5,0.2,11/06/2013 00:00,10/06/2014 23:59,I
1301356,2,523091,223688,5,618,8,26/07/2013 00:00,25/07/2014 23:59,I
1301357,2,523091,223688,5,626,8,26/07/2013 00:00,25/07/2014 23:59,I
1301358,2,523091,223688,5,634,8,26/07/2013 00:00,25/07/2014 23:59,I
1302349,2,297983,146213,5,670.1,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302350,2,297983,146213,5,670.475,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302351,2,297983,146213,5,671.55,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302352,2,297983,146213,5,672.75,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302353,2,297983,146213,5,673.3,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302354,2,297983,146213,5,676.25,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302355,2,297983,146213,5,676.975,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302356,2,297983,146213,5,677.9,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302357,2,297983,146213,5,671.125,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302358,2,297983,146213,5,674.125,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302359,2,297983,146213,5,675.675,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302360,2,297983,146213,5,677.5,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302361,2,297983,146213,5,675.125,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302362,2,297983,146213,5,675.55,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302363,2,297983,146213,5,676.4,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302364,2,297983,146213,5,677.4,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302365,2,297983,146213,5,622.55,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302366,2,297983,146213,5,622.85,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302367,2,297983,146213,5,623.275,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302368,2,297983,146213,5,623.775,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302369,2,297983,146213,5,624.875,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302370,2,297983,146213,5,625.275,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302371,2,297983,146213,5,625.55,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302372,2,297983,146213,5,627.7,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302373,2,297983,146213,5,628.4,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302374,2,297983,146213,5,646.925,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302375,2,297983,146213,5,647.2,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302376,2,297983,146213,5,647.625,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1302377,2,297983,146213,5,670.725,0.2,29/07/2013 00:00,28/07/2014 23:59,I
1288117,2,532084,181559,5,627.45,0.2,01/06/2013 00:00,31/05/2014 23:59,I
1290414,2,529740,180670,5,583.5,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290415,2,529740,180670,5,583.95,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290416,2,529740,180670,5,584.85,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290417,2,529740,180670,5,585.225,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290418,2,529740,180670,5,590.1,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290419,2,529740,180670,5,590.55,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290420,2,529740,180670,5,591.45,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290421,2,529740,180670,5,592.65,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290422,2,529740,180670,5,594.15,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290424,2,529740,180670,5,585.825,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290425,2,529740,180670,5,586.35,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290426,2,529740,180670,5,588.4,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290427,2,529740,180670,5,594.9,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290428,2,529740,180670,5,589.1,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290429,2,529740,180670,5,595.95,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290430,2,529740,180670,5,596.55,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1294643,2,625196,310969,5,626.3,0.2,14/07/2013 00:00,13/07/2014 23:59,I
1294644,2,625196,310969,5,624.075,0.2,14/07/2013 00:00,13/07/2014 23:59,I
1294645,2,625196,310969,5,633.975,0.2,14/07/2013 00:00,13/07/2014 23:59,I
1294646,2,625196,310969,5,635.225,0.2,14/07/2013 00:00,13/07/2014 23:59,I
1294668,2,531092,105301,5,640,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294669,2,531092,105301,5,640.4,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294670,2,531092,105301,5,641.625,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1304903,2,521300,177700,5,747.5,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304910,2,521300,177700,5,718.475,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304911,2,521300,177700,5,719.775,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304912,2,521300,177700,5,722.15,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304913,2,521300,177700,5,722.8,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304914,2,521300,177700,5,724.275,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304915,2,521300,177700,5,729.875,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304917,2,521300,177700,5,740.4,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304918,2,521300,177700,5,743.6,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304919,2,521300,177700,5,744.55,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304920,2,521300,177700,5,745.675,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304921,2,521300,177700,5,746.45,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304925,2,521300,177700,5,718,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304926,2,521300,177700,5,738.375,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304927,2,521300,177700,5,754.7,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304928,2,521300,177700,5,756.125,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1305961,2,530600,180974,5,498.48,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305962,2,530600,180974,5,499.615,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305963,2,530600,180974,5,500.28,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305964,2,530600,180974,5,502.445,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305965,2,530600,180974,5,502.695,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305966,2,530600,180974,5,583.955,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305967,2,530600,180974,5,586.07,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305968,2,530600,180974,5,584.155,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305969,2,530600,180974,5,584.935,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305970,2,530600,180974,5,585.24,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305971,2,530600,180974,5,586.735,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305972,2,530600,180974,5,588.9,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305973,2,530600,180974,5,589.15,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305976,2,530600,180974,5,478.7,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305977,2,530600,180974,5,479.65,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305978,2,530600,180974,5,480.2,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305979,2,530600,180974,5,498.785,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305980,2,530600,180974,5,480.4,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305981,2,530600,180974,5,497.5,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1305982,2,530600,180974,5,497.7,0.2,05/08/2013 00:00,04/08/2014 23:59,I
1306343,2,384615,396824,5,490,8,17/06/2013 00:00,16/06/2014 23:59,I
1306344,2,384615,396824,5,506,8,17/06/2013 00:00,16/06/2014 23:59,I
1306345,2,384615,396824,5,522,8,17/06/2013 00:00,16/06/2014 23:59,I
1306346,2,384615,396824,5,538,8,17/06/2013 00:00,16/06/2014 23:59,I
1307976,2,528800,178900,5,655.5,0.2,24/06/2013 00:00,23/06/2014 23:59,I
1307977,2,528800,178900,5,656.5,0.2,24/06/2013 00:00,23/06/2014 23:59,I
1307978,2,528800,178900,5,657.5,0.2,24/06/2013 00:00,23/06/2014 23:59,I
1307979,2,528800,178900,5,658.5,0.2,24/06/2013 00:00,23/06/2014 23:59,I
1307980,2,528800,178900,5,659.5,0.2,24/06/2013 00:00,23/06/2014 23:59,I
1307981,2,528800,178900,5,660.5,0.2,24/06/2013 00:00,23/06/2014 23:59,I
1308536,2,526217,202285,5,616,0.2,09/08/2013 00:00,08/08/2014 23:59,I
1308537,2,526217,202285,5,617.5,0.2,09/08/2013 00:00,08/08/2014 23:59,I
1309081,2,433500,279000,5,749.125,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309082,2,433500,279000,5,745.625,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309083,2,433500,279000,5,747.475,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309084,2,433500,279000,5,748.025,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309085,2,433500,279000,5,744.4,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309086,2,433500,279000,5,744,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309087,2,433500,279000,5,742.5,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309088,2,433500,279000,5,746.675,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309089,2,433500,279000,5,746.075,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309090,2,433500,279000,5,742.875,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309091,2,433500,279000,5,743.375,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309092,2,433500,279000,5,744.925,0.2,11/08/2013 00:00,10/08/2014 23:59,I
1309280,2,278144,382359,5,678.6,0.2,25/06/2013 00:00,24/06/2014 23:59,I
1309281,2,278144,382359,5,680.2,0.2,25/06/2013 00:00,24/06/2014 23:59,I
1309282,2,278144,382359,5,682.7,0.2,25/06/2013 00:00,24/06/2014 23:59,I
1309283,2,278144,382359,5,685,0.2,25/06/2013 00:00,24/06/2014 23:59,I
1315898,2,330860,394190,5,622.5,0.2,09/07/2013 00:00,08/07/2014 23:59,I
1315899,2,330860,394190,5,623.05,0.2,09/07/2013 00:00,08/07/2014 23:59,I
1315900,2,330860,394190,5,626.9,0.2,09/07/2013 00:00,08/07/2014 23:59,I
1315901,2,330860,394190,5,628.725,0.2,09/07/2013 00:00,08/07/2014 23:59,I
1287103,2,291833,93765,5,723.2,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287104,2,291833,93765,5,726,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287105,2,291833,93765,5,727.7,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287106,2,291833,93765,5,728.5,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287107,2,291833,93765,5,733.3,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287108,2,291833,93765,5,736.7,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287109,2,291833,93765,5,738.7,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287110,2,291833,93765,5,739.7,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287111,2,291833,93765,5,741,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287112,2,291833,93765,5,741.6,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287113,2,291833,93765,5,741.9,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287114,2,291833,93765,5,767.2,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287115,2,291833,93765,5,767.7,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287116,2,291833,93765,5,770.3,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287117,2,291833,93765,5,771.2,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287118,2,291833,93765,5,774,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287119,2,291833,93765,5,775.7,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287120,2,291833,93765,5,776.5,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287121,2,291833,93765,5,781.3,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287122,2,291833,93765,5,784.7,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287123,2,291833,93765,5,786.7,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287124,2,291833,93765,5,789,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287125,2,291833,93765,5,789.6,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287126,2,291833,93765,5,789.9,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287127,2,291833,93765,5,590.1,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287128,2,291833,93765,5,592.1,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287129,2,291833,93765,5,594.4,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1287130,2,291833,93765,5,597.225,0.2,01/07/2013 00:00,30/06/2014 23:59,I
1288923,2,531800,180800,5,746.6,0.2,04/07/2013 00:00,03/07/2014 23:59,I
1288924,2,531800,180800,5,748.1,0.2,04/07/2013 00:00,03/07/2014 23:59,I
1288925,2,531800,180800,5,744.2,0.2,04/07/2013 00:00,03/07/2014 23:59,I
1288926,2,531800,180800,5,751.4,0.2,04/07/2013 00:00,03/07/2014 23:59,I
1288927,2,531800,180800,5,755.4,0.2,04/07/2013 00:00,03/07/2014 23:59,I
1288928,2,531800,180800,5,759.8,0.2,04/07/2013 00:00,03/07/2014 23:59,I
1288929,2,531800,180800,5,770.6,0.2,04/07/2013 00:00,03/07/2014 23:59,I
1288930,2,531800,180800,5,775.8,0.2,04/07/2013 00:00,03/07/2014 23:59,I
1288931,2,531800,180800,5,745.825,0.2,04/07/2013 00:00,03/07/2014 23:59,I
1288932,2,531800,180800,5,767.2,0.2,04/07/2013 00:00,03/07/2014 23:59,I
1290382,2,390698,298508,5,616,0.2,08/07/2013 00:00,07/07/2014 23:59,I
1290383,2,460130,452120,5,736.55,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290384,2,460130,452120,5,734.05,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290385,2,460130,452120,5,734.45,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290386,2,460130,452120,5,734.95,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290387,2,460130,452120,5,735.55,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290388,2,460130,452120,5,736,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290389,2,460130,452120,5,737.2,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290390,2,460130,452120,5,738.55,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290391,2,460130,452120,5,739.25,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290392,2,460130,452120,5,740.7,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290393,2,460130,452120,5,741.45,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290394,2,460130,452120,5,743.15,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290395,2,460130,452120,5,744.55,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290396,2,460130,452120,5,747.15,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290397,2,460130,452120,5,748.85,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290398,2,460130,452120,5,750.1,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290399,2,460130,452120,5,752,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290400,2,460130,452120,5,756.65,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290401,2,460130,452120,5,761.2,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290402,2,460130,452120,5,762,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290403,2,460130,452120,5,768.3,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290404,2,460130,452120,5,765.95,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290405,2,460130,452120,5,769.25,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1290406,2,460130,452120,5,774.35,0.2,07/07/2013 00:00,06/07/2014 23:59,I
1294679,2,414279,293095,5,678.1,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294680,2,414279,293095,5,678.6,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294681,2,414279,293095,5,679.3,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294682,2,414279,293095,5,680.7,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294683,2,414279,293095,5,682.45,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294684,2,414279,293095,5,685.9,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294685,2,414279,293095,5,684,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1294686,2,414279,293095,5,684.85,0.2,16/07/2013 00:00,15/07/2014 23:59,I
1300757,2,529300,180200,5,735.375,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300758,2,529300,180200,5,736,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300759,2,529300,180200,5,734.5,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300760,2,529300,180200,5,734.875,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300761,2,529300,180200,5,736.4,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300762,2,529300,180200,5,736.925,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300763,2,529300,180200,5,737.625,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300764,2,529300,180200,5,738.075,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300765,2,529300,180200,5,738.675,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300766,2,529300,180200,5,739.475,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300767,2,529300,180200,5,740.55,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1300768,2,529300,180200,5,741.125,0.2,25/07/2013 00:00,24/07/2014 23:59,I
1301155,2,427425,542191,5,522.675,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301156,2,427425,542191,5,523.475,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301165,2,428020,542640,5,524.025,0.2,21/08/2013 00:00,20/08/2014 23:59,I
1301205,2,478580,197829,5,623.375,0.2,10/07/2013 00:00,09/07/2014 23:59,I
1301206,2,478580,197829,5,624.925,0.2,10/07/2013 00:00,09/07/2014 23:59,I
1301207,2,478580,197829,5,626.075,0.2,10/07/2013 00:00,09/07/2014 23:59,I
1303412,2,565109,199850,5,642,8,17/06/2013 00:00,16/06/2014 23:59,I
1304829,2,531832,181196,5,629.7,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304830,2,531832,181196,5,647.75,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304831,2,531832,181196,5,649.2,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304832,2,531832,181196,5,626.125,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304833,2,531832,181196,5,627.275,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304834,2,531832,181196,5,628.05,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304835,2,531832,181196,5,657.4,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304836,2,531832,181196,5,659.9,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304930,2,318300,176600,5,643.575,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304931,2,318300,176600,5,645.05,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304932,2,318300,176600,5,715.575,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304933,2,318300,176600,5,638.4,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304934,2,318300,176600,5,641.5,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304935,2,318300,176600,5,649.2,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304936,2,318300,176600,5,702.2,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304937,2,318300,176600,5,704.2,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304938,2,318300,176600,5,707.2,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304939,2,318300,176600,5,709.425,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304940,2,318300,176600,5,713.675,0.2,01/08/2013 00:00,31/07/2014 23:59,I
1304941,2,318300,176600,5,647.425,0.2,01/08/2013 00:00,31/07/2014 23:59,I
